config,window,pf,trades,dd,ok
Baseline (KZ1+KZ2),2022,2.59,9,19.23,True
Baseline (KZ1+KZ2),2023,1.11,2,10.19,False
Baseline (KZ1+KZ2),2024,0,0,0,False
Baseline (KZ1+KZ2),2025,5.4,7,10.11,True
Baseline (KZ1+KZ2),Full,0,0,0,False
London-only (KZ1),2022,2.59,8,19.26,True
London-only (KZ1),2023,0,0,0,False
London-only (KZ1),2024,2.23,2,10.19,False
London-only (KZ1),2025,395.6,3,0.03,True
London-only (KZ1),Full,2.43,15,19.26,True
