symbol,label,pf,trades,dd_pct,balance
GBPUSD,Baseline,1.3,73,3.85,10597.16
GBPUSD,MaxPct=0.5,1.3,73,3.85,10597.16
GBPUSD,MaxPct=0.8,1.3,73,3.85,10597.16
GBPUSD,MaxPct=1.0,1.3,73,3.85,10597.16
GBPUSD,MaxPct=1.5,1.3,73,3.85,10597.16
GBPUSD,MinPct=0.1,1.2,48,2.7,10151.95
GBPUSD,MinPct=0.2,0.0,30,0.88,9911.52
GBPUSD,MinPct=0.3,0.0,30,0.0,10000.0
GBPUSD,Min=0.1+Max=1.0,1.2,48,2.7,10151.95
GBPUSD,Min=0.2+Max=1.5,0.0,30,0.88,9911.52
